Price,Sales_Rank,Title,Number_of_Reviews,Ratings,Author,Publication Date,Genre
9.48,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2013,Non Fiction
19.19,93,The Power of Habit: Why We Do What We Do in Life and Business,0.324810932,4.7,Charles Duhigg,2013,Non Fiction
16.39,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,0.106909591,4.7,Naoki Higashida,2013,Non Fiction
15.64,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",0.032929414,4.5,Tom Rath,2013,Non Fiction
9.87,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,0.005915549,4.3,Kaplan,2013,Non Fiction
16.25,97,The Longest Ride,0.190930446,4.7,Nicholas Sparks,2013,Fiction
15.59,98,Life Code: The New Rules for Winning in the Real World,0.055159276,4.4,Phil McGraw,2013,Non Fiction
12.8,99,The Lego Ideas Book: Unlock Your Imagination,0.140898934,4.5,Daniel Lipkowitz,2013,Non Fiction
19.81,100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",0.186361293,4.8,Robert Jordan,2013,Fiction
18.29,1,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2014,Non Fiction
5.91,2,Frozen (Little Golden Book),0.102168557,4.8,RH Disney,2014,Fiction
4.99,3,Laugh-Out-Loud Jokes for Kids,0.153274321,4.6,Rob Elliott,2014,Non Fiction
6.1,4,The Fault in Our Stars,0.888607196,4.7,John Green,2014,Fiction
11.99,5,Diary of a Wimpy Kid: The Long Haul,0.192935717,4.8,Jeff Kinney,2014,Fiction
13.3,6,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,0.269136015,4.7,Randall Munroe,2014,Non Fiction
11.49,7,"The Blood of Olympus (The Heroes of Olympus, 5)",0.216569268,4.8,Rick Riordan,2014,Fiction
7.53,8,"Jesus Calling, Padded Hardcover, with Scripture references",0.446115504,4.9,Sarah Young,2014,Non Fiction
12.79,9,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.480964249,4.8,Laura Hillenbrand,2014,Non Fiction
6.99,10,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,0.068580268,4.6,DK,2014,Fiction
9.19,11,The Day the Crayons Quit,0.284290134,4.8,Drew Daywalt,2014,Fiction
8,12,Divergent,0.138234789,4.7,Veronica Roth,2014,Fiction
11.06,13,The Fault in Our Stars,0.888607196,4.7,John Green,2014,Fiction
8.48,14,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2014,Fiction
17.36,15,To Kill a Mockingbird,0.985318552,4.8,Harper Lee,2014,Fiction
15.99,16,Gone Girl,0.958634124,4.7,Gillian Flynn,2014,Fiction
6.99,17,The Book Thief,0.49395554,4.7,Markus Zusak,2014,Fiction
12.15,18,The Official SAT Study Guide,0.021141286,4.4,The College Board,2014,Non Fiction
15.38,19,Humans of New York,0.076300561,4.8,Brandon Stanton,2014,Non Fiction
22.33,20,The Goldfinch: A Novel (Pulitzer Prize for Fiction),0.612982697,4.7,Donna Tartt,2014,Fiction
12.15,21,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",0.172797067,4.7,American Psychiatric Association,2014,Non Fiction
9.67,22,Wonder,0.51059929,4.8,R. J. Palacio,2014,Fiction
9.9,23,The Book with No Pictures,0.241090867,4.8,B. J. Novak,2014,Fiction
9.99,24,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),0.071373324,4.9,Rush Limbaugh,2014,Fiction
23.99,25,The 5 Love Languages: The Secret to Love That Lasts,0.099719262,4.7,Gary Chapman,2014,Non Fiction
4.44,26,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),0.080740804,4.5,Rob Elliott,2014,Fiction
8.15,27,JOURNEY TO THE ICE P,0.014953592,4.6,RH Disney,2014,Fiction
24.29,28,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2014,Non Fiction
9.99,29,Little Blue Truck,0.027328979,4.9,Alice Schertle,2014,Fiction
17.4,30,Make It Ahead: A Barefoot Contessa Cookbook,0.031167641,4.6,Ina Garten,2014,Non Fiction
4.78,31,First 100 Words: A Padded Board Book,0.503981895,4.7,Roger Priddy,2014,Non Fiction
9.99,32,If I Stay,0.142431534,4.4,Gayle Forman,2014,Fiction
25.64,33,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,0.476552653,4.7,George R. R. Martin,2014,Fiction
15.99,34,Divergent / Insurgent,0.27797353,4.6,Veronica Roth,2014,Fiction
19.38,35,Capital in the Twenty First Century,0.064784577,4.5,Thomas Piketty,2014,Non Fiction
11.78,36,Orphan Train,0.360218288,4.6,Christina Baker Kline,2014,Fiction
8.55,37,Mindset: The New Psychology of Success,0.198536152,4.6,Carol S. Dweck,2014,Non Fiction
10.5,38,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2014,Non Fiction
4.93,39,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2014,Fiction
18.98,40,All the Light We Cannot See,0.963117337,4.6,Anthony Doerr,2014,Fiction
9.64,41,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",0.110476109,4.6,David Perlmutter MD,2014,Non Fiction
14.54,42,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.480964249,4.8,Laura Hillenbrand,2014,Non Fiction
25.99,43,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),0.205798098,4.6,Thug Kitchen,2014,Non Fiction
25,44,The Alchemist,0.05394179,4.7,Paulo Coelho,2014,Fiction
8.99,45,Looking for Alaska,0.240560903,4.6,John Green,2014,Fiction
6.79,46,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2014,Fiction
14.03,47,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.445141515,4.8,Daniel James Brown,2014,Non Fiction
4.98,48,Love You Forever,0.7607282,4.9,Robert Munsch,2014,Fiction
9.57,49,The Maze Runner (Book 1),0.222885871,4.6,James Dashner,2014,Fiction
12.04,51,Allegiant,0.351509683,4.7,Veronica Roth,2014,Fiction
15.99,52,Yes Please,0.07850636,4.3,Amy Poehler,2014,Non Fiction
20.72,53,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",0.089077002,4.6,Patrick Lencioni,2014,Non Fiction
7.74,54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2014,Non Fiction
17.99,55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.130872579,4.7,Stephen R. Covey,2014,Non Fiction
9.98,56,41: A Portrait of My Father,0.038272029,4.7,George W. Bush,2014,Non Fiction
12.15,57,Minecraft: The Complete Handbook Collection,0.019479775,4.8,Stephanie Milton,2014,Fiction
4.99,58,Frozen: A Tale of Two Sisters,0.01536897,4.6,Melissa Lagonegro,2014,Fiction
10.25,59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),0.133192964,4.9,Rush Limbaugh,2014,Fiction
6.92,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2014,Non Fiction
12.15,61,Divergent / Insurgent / Allegiant,0.04317062,4.7,Veronica Roth,2014,Fiction
10.24,62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,0.248052022,4.7,Todd Burpo,2014,Non Fiction
16.73,63,Flash Boys,0.088675948,4.6,Michael Lewis,2014,Non Fiction
9.99,64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,0.063796264,4.9,Rush Limbaugh,2014,Fiction
5,65,Dear Zoo: A Lift-the-Flap Book,0.376962301,4.8,Rod Campbell,2014,Fiction
3.97,66,The Going-To-Bed Book,0.219763378,4.8,Sandra Boynton,2014,Fiction
12.15,67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,0.108714335,4.8,George R. R. Martin,2014,Fiction
10.71,68,The Real ACT Prep Guide,0.010799817,4.4,ACT,2014,Non Fiction
16.21,69,Gray Mountain: A Novel,0.404534777,4.7,John Grisham,2014,Fiction
18,70,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2014,Non Fiction
15.79,71,The Jesus Storybook Bible: Every Story Whispers His Name,0.169144609,4.9,Sally Lloyd-Jones,2014,Non Fiction
16.2,72,"Lean In: Women, Work, and the Will to Lead",0.116477598,4.5,Sheryl Sandberg,2014,Non Fiction
19.3,73,The Invention of Wings,0.28082388,4.7,Sue Monk Kidd,2014,Fiction
5.99,74,Lord of the Flies,0.454981666,4.6,William Golding,2014,Fiction
5.49,75,Night (Night),0.122078034,4.7,Elie Wiesel,2014,Non Fiction
8.99,76,The Catcher in the Rye,0.442248195,4.5,J.D. Salinger,2014,Fiction
15.29,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",0.003265727,4.6,Zhi Gang Sha,2014,Non Fiction
9.48,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2014,Non Fiction
17.69,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",0.117537527,4.7,Gina Homolka,2014,Non Fiction
8.29,80,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2014,Fiction
14.48,81,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",0.287025897,4.9,Sherri Duskey Rinker,2014,Fiction
7.68,82,Paper Towns,0.147043658,4.4,John Green,2014,Fiction
7.5,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",0.089248883,4.6,Tom Robinson,2014,Non Fiction
7.48,84,1984,0.240661166,4.7,George Orwell,2014,Fiction
9.49,85,The Outsiders,0.437349605,4.8,S. E. Hinton,2014,Fiction
14.86,86,MONEY Master the Game: 7 Simple Steps to Financial Freedom,0.152687063,4.6,Tony Robbins,2014,Non Fiction
5.36,87,Goodnight Moon,0.354718116,4.9,Margaret Wise Brown,2014,Fiction
13.47,88,Quiet: The Power of Introverts in a World That Can't Stop Talking,0.285965968,4.6,Susan Cain,2014,Non Fiction
23.3,89,Revival: A Novel,0.161982927,4.3,Stephen King,2014,Fiction
6.9,90,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2014,Fiction
18.23,91,Minecraft: Redstone Handbook: An Official Mojang Book,0.011344105,4.7,Scholastic,2014,Fiction
9.99,92,Of Mice and Men,0.363584279,4.7,John Steinbeck,2014,Fiction
25.75,93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,0.469448264,4.7,JJ Smith,2014,Non Fiction
20.97,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",0.140956228,4.7,Kerry Patterson,2014,Non Fiction
3.99,95,A Day in the Sun (Disney Frozen) (Pictureback(R)),0.009797181,4.6,Frank Berrios,2014,Fiction
17.1,96,The Giver (Giver Quartet),0.375444024,4.7,Lois Lowry,2014,Fiction
4.59,97,Chicka Chicka Boom Boom (Board Book),0.480520225,4.9,Bill Martin Jr.,2014,Fiction
20,98,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,0.047267102,4.7,Danielle Walker,2014,Non Fiction
18.68,99,Minecraft: Essential Handbook,0.011702189,4.7,Stephanie Milton,2014,Fiction
16.5,100,Good to Great: Why Some Companies Make the Leap and Others Don't,0.082402315,4.5,Jim Collins,2014,Non Fiction
4.78,1,First 100 Words: A Padded Board Book,0.503981895,4.7,Roger Priddy,2015,Non Fiction
8.32,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,0.401927925,4.5,Marie Kondō,2015,Non Fiction
4.99,3,Laugh-Out-Loud Jokes for Kids,0.153274321,4.6,Rob Elliott,2015,Non Fiction
9.99,4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,0.21444941,4.7,Johanna Basford,2015,Non Fiction
18.29,5,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2015,Non Fiction
15.83,6,Go Set a Watchman: A Novel,0.26558382,4.7,Harper Lee,2015,Fiction
12.15,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",0.115389023,4.7,Johanna Basford,2015,Non Fiction
18.98,8,All the Light We Cannot See,0.963117337,4.6,Anthony Doerr,2015,Fiction
14.24,9,The Girl on the Train,0.240661166,4.7,Paula Hawkins,2015,Fiction
6.91,10,Adult Coloring Book: Stress Relieving Patterns,0.0602011,4.5,Blue Star Coloring,2015,Non Fiction
8.78,11,Diary of a Wimpy Kid #10: Old School,0.203291509,4.8,Jeff Kinney,2015,Fiction
17.36,12,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2015,Fiction
7.99,13,Adult Coloring Book: Stress Relieving Animal Designs,0.055488713,4.6,Blue Star Coloring,2015,Non Fiction
8.49,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",0.044230549,4.5,Coloring Books for Adults,2015,Non Fiction
16.12,15,Humans of New York : Stories,0.071774378,4.9,Brandon Stanton,2015,Non Fiction
10.41,16,The Martian,0.735576372,4.7,Andy Weir,2015,Fiction
8.48,17,"Oh, the Places You'll Go!Â Â ",0.613011344,4.9,Dr. Seuss,2015,Fiction
4.44,18,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),0.080740804,4.5,Rob Elliott,2015,Fiction
5,19,Dear Zoo: A Lift-the-Flap Book,0.376962301,4.8,Rod Campbell,2015,Fiction
9.19,20,The Day the Crayons Quit,0.284290134,4.8,Drew Daywalt,2015,Fiction
14.03,21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,0.445141515,4.8,Daniel James Brown,2015,Non Fiction
7.53,22,"Jesus Calling, Padded Hardcover, with Scripture references",0.446115504,4.9,Sarah Young,2015,Non Fiction
8.55,23,Mindset: The New Psychology of Success,0.198536152,4.6,Carol S. Dweck,2015,Non Fiction
12.76,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",0.540692678,4.5,E L James,2015,Fiction
5.99,25,Creative Haven Creative Cats Coloring Book (Adult Coloring),0.072533517,4.8,Marjorie Sarnat,2015,Non Fiction
10.5,26,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2015,Non Fiction
7.57,27,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2015,Non Fiction
11.95,28,Balance (Angie's  Extreme Stress Menders),0.031797869,4.6,Angie Grace,2015,Non Fiction
5.38,29,Creative Haven Owls Coloring Book (Adult Coloring),0.073836943,4.7,Marjorie Sarnat,2015,Non Fiction
25.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),0.205798098,4.6,Thug Kitchen,2015,Non Fiction
6.9,31,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2015,Fiction
9.67,32,Wonder,0.51059929,4.8,R. J. Palacio,2015,Fiction
17.99,33,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.130872579,4.7,Stephen R. Covey,2015,Non Fiction
7.74,34,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2015,Non Fiction
16,35,Being Mortal: Medicine and What Matters in the End,0.275495588,4.8,Atul Gawande,2015,Non Fiction
4.98,36,Love You Forever,0.7607282,4.9,Robert Munsch,2015,Fiction
4.93,37,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2015,Fiction
24.29,38,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2015,Non Fiction
12.92,39,Between the World and Me,0.286295405,4.7,Ta-Nehisi Coates,2015,Non Fiction
5.67,40,Baby Touch and Feel: Animals,0.152257362,4.7,DK,2015,Non Fiction
9.9,41,The Book with No Pictures,0.241090867,4.8,B. J. Novak,2015,Fiction
14.5,42,The Wright Brothers,0.11278217,4.7,David McCullough,2015,Non Fiction
5.38,43,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),0.036538902,4.6,Marty Noble,2015,Non Fiction
16.26,44,The Nightingale: A Novel,0.240661166,4.8,Kristin Hannah,2015,Fiction
14.44,45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",0.115059585,4.8,Ree Drummond,2015,Non Fiction
8.73,46,What Pet Should I Get? (Classic Seuss),0.087644666,4.8,Dr. Seuss,2015,Fiction
19.39,47,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),0.094476911,4.7,Bill O'Reilly,2015,Non Fiction
14.39,48,Harry Potter Coloring Book,0.144465452,4.8,Scholastic,2015,Non Fiction
9.99,49,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,0.276741721,4.6,Chris Kyle,2015,Non Fiction
14.68,50,The Whole30: The 30-Day Guide to Total Health and Food Freedom,0.22206944,4.6,Melissa Hartwig Urban,2015,Non Fiction
5.71,51,Diary of a Minecraft Zombie Book 1: A Scare of A Dare,0.18341068,4.7,Zack Zombie,2015,Fiction
6.79,52,The Great Gatsby: The Only Authorized Edition,0.266500516,4.5,F. Scott Fitzgerald,2015,Fiction
14.95,53,Lost Ocean: An Inky Adventure and Coloring Book for Adults,0.114816088,4.7,Johanna Basford,2015,Non Fiction
20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",0.089463733,4.6,Patrick Lencioni,2015,Non Fiction
12.15,55,The Official SAT Study Guide,0.021141286,4.4,The College Board,2015,Non Fiction
9.05,56,10-Day Green Smoothie Cleanse,0.469448264,4.7,JJ Smith,2015,Non Fiction
6.92,57,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,0.424315343,4.7,Brené Brown,2015,Non Fiction
4.59,58,Chicka Chicka Boom Boom (Board Book),0.480520225,4.9,Bill Martin Jr.,2015,Fiction
13.64,59,The Day the Crayons Came Home,0.076472442,4.9,Drew Daywalt,2015,Fiction
13.3,60,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,0.269136015,4.7,Randall Munroe,2015,Non Fiction
7.68,61,Paper Towns,0.147043658,4.4,John Green,2015,Fiction
12.79,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.480964249,4.8,Laura Hillenbrand,2015,Non Fiction
12,63,Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),0.043600321,4.7,Laurence J. Kotlikoff,2015,Non Fiction
11.46,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",0.106207746,4.7,Rick Riordan,2015,Fiction
8.95,65,Dragons Love Tacos,0.224919789,4.8,Adam Rubin,2015,Fiction
8.29,66,Fahrenheit 451,0.49995703,4.6,Ray Bradbury,2015,Fiction
9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",0.350951071,4.8,Valorie Schaefer,2015,Non Fiction
7.99,68,Potty (Leslie Patricelli board books),0.184527902,4.7,Leslie Patricelli,2015,Fiction
22.49,69,Thing Explainer: Complicated Stuff in Simple Words,0.05419961,4.6,Randall Munroe,2015,Non Fiction
19.71,70,Dead Wake: The Last Crossing of the Lusitania,0.156926779,4.6,Erik Larson,2015,Non Fiction
3.97,71,The Going-To-Bed Book,0.219763378,4.8,Sandra Boynton,2015,Fiction
12.88,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",0.053053741,4.4,Ali Maffucci,2015,Non Fiction
3.99,73,Mystical Mandala Coloring Book (Dover Mandala Coloring Books),0.041451816,4.5,Alberta Hutchinson,2015,Non Fiction
12.15,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",0.172797067,4.7,American Psychiatric Association,2015,Non Fiction
6.99,75,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,0.068580268,4.6,DK,2015,Fiction
12.74,76,The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,0.118353959,4.7,Phil McGraw,2015,Non Fiction
5.49,77,Night (Night),0.122078034,4.7,Elie Wiesel,2015,Non Fiction
18,78,What to Expect When You're Expecting,0.420233184,4.8,Heidi Murkoff,2015,Non Fiction
15.79,79,The Jesus Storybook Bible: Every Story Whispers His Name,0.169144609,4.9,Sally Lloyd-Jones,2015,Non Fiction
12.99,80,The Road to Character,0.043313854,4.4,David Brooks,2015,Non Fiction
4.98,81,Where Is Baby's Belly Button? A Lift-the-Flap Book,0.181734846,4.8,Karen Katz,2015,Non Fiction
13.29,82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",0.240661166,4.7,Paulo Coelho,2015,Fiction
13.95,83,Guess How Much I Love You,0.083648447,4.8,Sam McBratney,2015,Fiction
9.99,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",0.025022917,4.7,Valentina Harper,2015,Non Fiction
9.99,85,Little Blue Truck,0.027328979,4.9,Alice Schertle,2015,Fiction
9.49,86,The Outsiders,0.437349605,4.8,S. E. Hinton,2015,Fiction
11.29,87,"Thinking, Fast and Slow",0.425146098,4.6,Daniel Kahneman,2015,Non Fiction
7.5,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",0.089248883,4.6,Tom Robinson,2015,Non Fiction
7.48,89,George Orwell,0.240661166,4.7,George Orwell,2015,Fiction
20.97,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",0.140956228,4.7,Kerry Patterson,2015,Non Fiction
14.98,91,Emotional Intelligence 2.0,0.148662198,4.5,Travis Bradberry,2015,Fiction
10.4,92,For the Love: Fighting for Grace in a World of Impossible Standards,0.025953936,4.6,Jen Hatmaker,2015,Non Fiction
13.48,93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",0.194052939,4.8,Herve Tullet,2015,Non Fiction
8.22,94,Little Blue Truck board book,0.116792712,4.9,Alice Schertle,2015,Non Fiction
4.55,95,"Brown Bear, Brown Bear, What Do You See?",0.675246362,4.9,Bill Martin Jr.,2015,Fiction
6.78,96,A Long Walk to Water: Based on a True Story,0.230334021,4.7,Linda Sue Park,2015,Fiction
25.64,97,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,0.476552653,4.7,George R. R. Martin,2015,Fiction
13.32,98,Rogue Lawyer: A Novel,0.252606852,4.7,John Grisham,2015,Fiction
4.72,99,Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),0.014466598,4.5,Lilt Kids Coloring Books,2015,Non Fiction
5.99,100,Lord of the Flies,0.454981666,4.6,William Golding,2015,Fiction
11.46,1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",0.620044116,4.3,J.K. Rowling,2016,Fiction
18.29,2,StrengthsFinder 2.0,0.100721898,4.7,Gallup,2016,Non Fiction
4.78,3,First 100 Words: A Padded Board Book,0.503981895,4.7,Roger Priddy,2016,Non Fiction
8.32,4,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,0.401927925,4.5,Marie Kondō,2016,Non Fiction
8.48,5,"Oh, the Places You'll Go!",0.613011344,4.9,Dr. Seuss,2016,Fiction
14.25,6,Diary of a Wimpy Kid #11: Double Down,0.200197662,4.8,Jeff Kinney,2016,Fiction
12.77,7,When Breath Becomes Air,0.419474046,4.8,Paul Kalanithi,2016,Non Fiction
6.9,8,Giraffes Can't Dance,0.406740575,4.8,Giles Andreae,2016,Fiction
7.57,9,The 5 Love Languages: The Secret to Love that Lasts,1,4.8,Gary Chapman,2016,Non Fiction
14.68,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,0.221926206,4.6,Melissa Hartwig Urban,2016,Non Fiction
7.63,11,A Man Called Ove: A Novel,0.815543715,4.7,Fredrik Backman,2016,Fiction
11.7,12,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),0.161252435,4.8,Bill O'Reilly,2016,Non Fiction
10.5,13,How to Win Friends & Influence People,0.240661166,4.7,Dale Carnegie,2016,Non Fiction
12.07,14,The Magnolia Story,0.144422482,4.8,Chip Gaines,2016,Non Fiction
4.99,15,Laugh-Out-Loud Jokes for Kids,0.153274321,4.6,Rob Elliott,2016,Non Fiction
17.36,16,To Kill a Mockingbird,0.985332875,4.8,Harper Lee,2016,Fiction
12.45,17,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,0.420390741,4.5,J. D. Vance,2016,Non Fiction
13.4,18,Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),0.13108743,4.7,J.K. Rowling,2016,Fiction
23.69,19,Hamilton: The Revolution,0.186991521,4.9,Lin-Manuel Miranda,2016,Non Fiction
10.33,20,The Girl on the Train,0.240661166,4.7,Paula Hawkins,2016,Fiction
8.55,21,Mindset: The New Psychology of Success,0.198536152,4.6,Carol S. Dweck,2016,Non Fiction
9.09,22,"The Official SAT Study Guide, 2016 Edition",0.014881975,4.4,The College Board,2016,Non Fiction
8.99,23,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback",0.043872465,4.5,Adult Coloring Book Designs,2016,unknown
7.74,24,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),0.240661166,4.7,Don Miguel Ruiz,2016,Non Fiction
7.38,25,Milk and Honey,0.663988198,4.7,Rupi Kaur,2016,Non Fiction
3.97,26,The Going-To-Bed Book,0.219763378,4.8,Sandra Boynton,2016,Fiction
15.2,27,Born to Run,0.078277186,4.7,Bruce Springsteen,2016,Non Fiction
9.94,28,Alexander Hamilton,0.272602269,4.8,Ron Chernow,2016,Non Fiction
4.93,29,The Very Hungry Caterpillar,0.772860089,4.9,Eric Carle,2016,Fiction
17.99,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,0.130872579,4.7,Stephen R. Covey,2016,Non Fiction
1.5,31,The Constitution of the United States,0.082387991,4.9,Delegates of the Constitutional Convention,2016,Non Fiction
9.67,32,Wonder,0.51059929,4.8,R. J. Palacio,2016,Fiction
8.55,33,The Wonderful Things You Will Be,0.359487796,4.9,Emily Winfield Martin,2016,Fiction
8.45,34,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.506531454,4.7,Jen Sincero,2016,Non Fiction
25.99,35,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),0.205798098,4.6,Thug Kitchen,2016,Non Fiction
12.15,36,PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,0.073163745,4.7,Scholastic,2016,Fiction
24.29,37,"Publication Manual of the American Psychological Association, 6th Edition",0.180818151,4.5,American Psychological Association,2016,Non Fiction
14.42,38,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,0.152644093,4.7,Chrissy Teigen,2016,Non Fiction
12.92,39,Between the World and Me,0.286295405,4.7,Ta-Nehisi Coates,2016,Non Fiction
4.99,40,Calm the F*ck Down: An Irreverent Adult Coloring Book,0.30104847,4.6,Sasha O'Hara,2016,Non Fiction
